14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
16-16-108-010-0000,5235,W,ADAMS,ST,6179,29,AUSTIN,RS-3,Harrison/Central,"5235 W ADAMS ST
CHICAGO, IL
(41.878432973000486, -87.75640049099968)"
16-16-104-036-0000,5301,W,MONROE,ST,3920,29,AUSTIN,RS-3,Harrison/Central,"5301 W MONROE ST
CHICAGO, IL
(41.879323688000454, -87.75783969099967)"
16-16-102-016-0000,5244,W,MONROE,ST,4102,29,AUSTIN,RS-3,Harrison/Central,"5244 W MONROE ST
CHICAGO, IL
(41.8793904850005, -87.75620111099965)"
16-16-106-042-0000,5514,W,QUINCY,ST,3718,29,AUSTIN,RS-3,Harrison/Central,"5514 W QUINCY ST
CHICAGO, IL
(41.877488102000484, -87.76238083399966)"
16-16-101-024-0000,5448,W,MONROE,ST,6483,29,AUSTIN,RS-3,Harrison/Central,"5448 W MONROE ST
CHICAGO, IL
(41.879328297000484, -87.76158114999964)"
16-16-108-034-0000,204,S,LARAMIE,AVE,3285,29,AUSTIN,B3-2,Harrison/Central,"204 S LARAMIE AVE
CHICAGO, IL
(41.88457924500045, -87.75526779899968)"
19-27-401-029-0000,7601,S,KOSTNER,,335696,18,WEST LAWN,,Greater Southwest Ind. (West),"7601 S KOSTNER
CHICAGO, IL
(41.754552308000484, -87.73229360299968)"
19-27-401-047-0000,7601,S,KOSTNER,,157638,18,WEST LAWN,PD 216,Greater Southwest Ind. (West),"7601 S KOSTNER
CHICAGO, IL
(41.754552308000484, -87.73229360299968)"
19-27-401-045-0000,3624,W,76TH,ST,381811,18,WEST LAWN,PD 216,Greater Southwest Ind. (West),"3624 W 76TH ST
CHICAGO, IL
(41.755077360000485, -87.72333560399966)"
19-27-401-040-0000,7600,S,PULASKI,,55268,18,WEST LAWN,PD 216,Greater Southwest Ind. (West),"7600 S PULASKI
CHICAGO, IL
(41.75501277300049, -87.72219084999966)"
19-25-303-001-0000,7558,S,TROY,,222916,18,ASHBURN,PD 776,Greater Southwest Ind. Corridor,"7558 S TROY
CHICAGO, IL
(41.86801758700045, -87.70441470899965)"
19-25-310-013-0000,3012,W,77TH,,158258,18,ASHBURN,PD 776,Greater Southwest Ind. Corridor,"3012 W 77TH
CHICAGO, IL
(41.75354959800046, -87.69826003999964)"
19-25-302-001-0000,7501,S,TROY,,222887,18,ASHBURN,PD 776,Greater Southwest Ind. Corridor,"7501 S TROY
CHICAGO, IL
(41.86801758700045, -87.70441470899965)"
20-30-300-003-0000,7501,S,WESTERN,AVE,29605,18,ASHBURN,PMD13,Greater Southwest Ind. Corridor,"7501 S WESTERN AVE
CHICAGO, IL
(42.01772079900047, -87.69014313399964)"
19-25-301-001-0000,7501,S,TROY,ST,222897,18,ASHBURN,,Greater Southwest Ind. Corridor,"7501 S TROY ST
CHICAGO, IL
(41.86801758700045, -87.70441470899965)"
19-25-310-005-0000,7623,S,ALBANY,,47105,18,ASHBURN,PD 776,Greater Southwest Ind. Corridor,"7623 S ALBANY
CHICAGO, IL
(41.75434144100046, -87.70039383399967)"
19-25-310-012-0000,3034,W,77TH,,101831,18,ASHBURN,PD 776,Greater Southwest Ind. Corridor,"3034 W 77TH
CHICAGO, IL
(41.75353773100045, -87.69897082999967)"
19-25-310-006-0000,7601,S,ALBANY,,54917,18,ASHBURN,PD 776,Greater Southwest Ind. Corridor,"7601 S ALBANY
CHICAGO, IL
(41.754961368000465, -87.70040420399965)"
13-33-309-009-0000,1832,N,LATROBE,AVE,3765,37,AUSTIN,,Galewood/Armitage,"1832 N LATROBE AVE
CHICAGO, IL
(41.91372135200049, -87.75704839299965)"
13-25-314-058-0000,2542,N,MILWAUKEE,AVE,9701,32,LOGAN SQUARE,B3-3,Fullerton/Milwaukee,"2542 N MILWAUKEE AVE
CHICAGO, IL
(41.927247442000464, -87.70447697699967)"
13-26-226-031-0000,2801,N,MILWAUKEE,AVE,6247,35,AVONDALE,B1-3,Fullerton/Milwaukee,"2801 N MILWAUKEE AVE
CHICAGO, IL
(41.93238025000045, -87.71276800299967)"
13-36-402-010-0000,2635,W,ARMITAGE,AVE,2995,1,LOGAN SQUARE,B3-2,Fullerton/Milwaukee,"2635 W ARMITAGE AVE
CHICAGO, IL
(41.9175104200005, -87.69359315399964)"
13-25-314-057-0000,2542,N,MILWAUKEE,AVE,4526,32,LOGAN SQUARE,B3-3,Fullerton/Milwaukee,"2542 N MILWAUKEE AVE
CHICAGO, IL
(41.927247442000464, -87.70447697699967)"
13-35-231-025-0000,3502,W,ARMITAGE,AVE,3139,26,LOGAN SQUARE,B3-1,Fullerton/Milwaukee,"3502 W ARMITAGE AVE
CHICAGO, IL
(41.91736630000048, -87.71367354399968)"
13-36-408-028-0000,2460,W,CORTLAND,ST,5975,1,LOGAN SQUARE,RS-3,Fullerton/Milwaukee,"2460 W CORTLAND ST
CHICAGO, IL
(41.91576841200049, -87.68881846199969)"
26-05-310-018-0000,9547,S,EWING,AVE,3154,10,EAST SIDE,C1-2,Ewing Avenue,"9547 S EWING AVE
CHICAGO, IL
(41.721730713000454, -87.53547465199966)"
26-05-310-019-0000,9549,S,EWING,AVE,3156,10,EAST SIDE,C1-2,Ewing Avenue,"9549 S EWING AVE
CHICAGO, IL
(41.72167079400049, -87.53543547299967)"
26-08-110-009-0000,9925,S,EWING,AVE,3040,10,EAST SIDE,B3-1,Ewing Avenue,"9925 S EWING AVE
CHICAGO, IL
(41.71489076800049, -87.53523382399965)"
26-08-110-008-0000,9921,S,EWING,AVE,3038,10,EAST SIDE,B3-1,Ewing Avenue,"9921 S EWING AVE
CHICAGO, IL
(41.71489076800049, -87.53523382399965)"
26-08-313-020-0000,10353,S,AVENUE L,,3038,10,EAST SIDE,RS-3,Ewing Avenue,"10353 S AVENUE
CHICAGO, IL
(41.70664043000045, -87.53887388299967)"
26-05-310-024-0000,3600,E,96TH,ST,4623,10,EAST SIDE,C1-2,Ewing Avenue,"3600 E 96TH ST
CHICAGO, IL
(41.721367744000474, -87.53529028599968)"
26-08-109-009-0000,9916,S,EWING,AVE,3685,10,EAST SIDE,B3-1,Ewing Avenue,"9916 S EWING AVE
CHICAGO, IL
(41.71498316900045, -87.53530536899967)"
26-08-121-031-0000,10120,S,EWING,AVE,3007,10,EAST SIDE,B3-1,Ewing Avenue,"10120 S EWING AVE
CHICAGO, IL
(41.71152150100045, -87.53530741699967)"
26-08-304-008-0000,10231,S,EWING,AVE,3032,10,EAST SIDE,RT-4,Ewing Avenue,"10231 S EWING AVE
CHICAGO, IL
(41.709170179000466, -87.53523086999968)"
26-08-102-028-0000,9812,S,EWING,AVE,3040,10,EAST SIDE,POS-2,Ewing Avenue,"9812 S EWING AVE
CHICAGO, IL
(41.71743706600046, -87.53530773399967)"
26-08-102-042-0000,9858,S,EWING,AVE,3047,10,EAST SIDE,B3-1,Ewing Avenue,"9858 S EWING AVE
CHICAGO, IL
(41.716617234000466, -87.53531411399968)"
26-08-109-001-0000,9901,S,AVENUE L,,9513,10,EAST SIDE,RS-3,Ewing Avenue,"9901 S AVENUE
CHICAGO, IL
(41.71479495500046, -87.53887591899968)"
26-08-102-027-0000,9812,S,EWING,,3037,10,EAST SIDE,POS-2,Ewing Avenue,"9812 S EWING
CHICAGO, IL
(41.71743706600046, -87.53530773399967)"
26-08-107-033-0000,9944,S,AVENUE M,,3134,10,EAST SIDE,M1-1,Ewing Avenue,"9944 S AVENUE
CHICAGO, IL
(41.714412420000485, -87.53895071499966)"
26-08-117-001-0000,10051,S,EWING,AVE,5261,10,EAST SIDE,C1-1,Ewing Avenue,"10051 S EWING AVE
CHICAGO, IL
(41.712300438000455, -87.53523382399965)"
20-17-225-030-0000,1102,W,59TH,ST,3148,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1102 W 59TH ST
CHICAGO, IL
(41.78694755800046, -87.65252113299965)"
20-17-421-012-0000,6131,S,SANGAMON,ST,3039,16,ENGLEWOOD,,Englewood Neighborhood,"6131 S SANGAMON ST
CHICAGO, IL
(41.782723571000474, -87.64844599099968)"
20-20-202-040-0000,6321,S,ABERDEEN,ST,1937,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6321 S ABERDEEN ST
CHICAGO, IL
(41.779225590000465, -87.65202485099968)"
20-17-217-028-0000,5702,S,ABERDEEN,,3109,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5702 S ABERDEEN
CHICAGO, IL
(41.79036983600048, -87.65238746899968)"
20-21-125-026-0000,6637,S,UNION,AVE,8113,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6637 S UNION AVE
CHICAGO, IL
(41.77312729200048, -87.64257679499968)"
20-20-223-030-0000,6548,S,HALSTED,ST,2947,20,ENGLEWOOD,B3-2,Englewood Neighborhood,"6548 S HALSTED ST
CHICAGO, IL
(41.77520899500047, -87.64468999199966)"
20-17-406-005-0000,5911,S,PEORIA,ST,3104,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5911 S PEORIA ST
CHICAGO, IL
(41.7866110920005, -87.64732434299964)"
20-17-229-032-0000,906,W,59TH,ST,12335,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"906 W 59TH ST
CHICAGO, IL
(41.787007478000476, -87.64794081299965)"
20-20-105-004-0000,1315,W,63RD,ST,6247,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood,"1315 W 63RD ST
CHICAGO, IL
(41.779532626000446, -87.65764072099967)"
20-16-300-010-0000,5925,S,HALSTED,ST,2801,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5925 S HALSTED ST
CHICAGO, IL
(41.78621125100045, -87.64492413899967)"
20-17-428-031-0000,6248,S,SANGAMON,ST,3115,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"6248 S SANGAMON ST
CHICAGO, IL
(41.7810612720005, -87.64846947199965)"
20-16-415-008-0000,6121,S,STEWART,AVE,1568,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6121 S STEWART AVE
CHICAGO, IL
(41.7829446500005, -87.63508944999967)"
20-16-318-014-0000,723,W,61ST,,3153,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"723 W 61ST
CHICAGO, IL
(41.783357226000476, -87.64307657099965)"
20-17-208-006-0000,5613,S,RACINE,AVE,3122,16,ENGLEWOOD,B3-2,Englewood Neighborhood,"5613 S RACINE AVE
CHICAGO, IL
(41.7918816290005, -87.65478421499967)"
20-17-406-007-0000,5915,S,PEORIA,ST,3129,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5915 S PEORIA ST
CHICAGO, IL
(41.786462448000464, -87.64732434299964)"
20-20-225-036-0000,6644,S,ABERDEEN,ST,3157,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6644 S ABERDEEN ST
CHICAGO, IL
(41.77285976100046, -87.65193692699967)"
20-21-118-003-0000,6500,S,PARNELL,AVE,5143,20,ENGLEWOOD,RM-5,Englewood Neighborhood,"6500 S PARNELL AVE
CHICAGO, IL
(41.77602047000045, -87.63884700499966)"
20-17-424-035-0000,1148,W,63RD,ST,3126,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"1148 W 63RD ST
CHICAGO, IL
(41.7796374830005, -87.65398107499965)"
20-17-423-014-0000,6139,S,GREEN,ST,3169,16,ENGLEWOOD,,Englewood Neighborhood,"6139 S GREEN ST
CHICAGO, IL
(41.78286875700047, -87.64604620399967)"
20-16-321-054-0000,613,W,62ND,ST,5979,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"613 W 62ND ST
CHICAGO, IL
(41.78163323500047, -87.64052011899969)"
20-17-212-017-0000,5645,S,MORGAN,ST,3450,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5645 S MORGAN ST
CHICAGO, IL
(41.7910715750005, -87.64989392999968)"
20-16-315-097-0000,6115,S,HALSTED,ST,960,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6115 S HALSTED ST
CHICAGO, IL
(41.78290074500046, -87.64484347999968)"
20-17-415-030-0000,6048,S,HALSTED,ST,2947,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6048 S HALSTED ST
CHICAGO, IL
(41.783779936000485, -87.64493681399966)"
20-16-318-010-0000,735,W,61ST,PL,3146,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"735 W 61ST PL
CHICAGO, IL
(41.78334322100045, -87.64395046099969)"
20-20-202-025-0000,6322,S,CARPENTER,ST,3120,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6322 S CARPENTER ST
CHICAGO, IL
(41.77893920000048, -87.65088719699969)"
20-17-423-071-0000,807,W,61ST,,283,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"807 W 61ST
CHICAGO, IL
(41.78333403300047, -87.64521194699967)"
20-17-423-047-0000,806,W,61ST,,467,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"806 W 61ST
CHICAGO, IL
(41.783387992000485, -87.64521194699967)"
20-21-204-026-0000,6439,S,STEWART,AVE,5575,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6439 S STEWART AVE
CHICAGO, IL
(41.777082462000465, -87.63493965799967)"
20-16-309-017-0000,611,W,60TH,ST,4355,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"611 W 60TH ST
CHICAGO, IL
(41.78461303600045, -87.64056966699968)"
20-17-406-008-0000,5917,S,PEORIA,ST,3129,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5917 S PEORIA ST
CHICAGO, IL
(41.78639215900046, -87.64731397199967)"
20-21-126-035-0000,6646,S,PARNELL,AVE,6783,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6646 S PARNELL AVE
CHICAGO, IL
(41.77315119400049, -87.63878667499966)"
20-16-302-029-0000,608,W,60TH,ST,2561,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"608 W 60TH ST
CHICAGO, IL
(41.78467988500046, -87.64032234099966)"
20-16-303-001-0000,525,W,59TH,ST,8430,20,ENGLEWOOD,M1-2,Englewood Neighborhood,"525 W 59TH ST
CHICAGO, IL
(41.78707315800045, -87.63867992399969)"
20-16-318-054-0000,708,W,62ND,ST,5050,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"708 W 62ND ST
CHICAGO, IL
(41.78221585200049, -87.60802399299968)"
20-17-404-003-0000,949,W,59TH,ST,3041,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"949 W 59TH ST
CHICAGO, IL
(41.78693257900045, -87.64931087699966)"
20-17-411-022-0000,1018,W,61ST,ST,4132,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1018 W 61ST ST
CHICAGO, IL
(41.78331679700045, -87.65047194499965)"
20-17-423-073-0000,807,W,61ST,ST,894,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"807 W 61ST ST
CHICAGO, IL
(41.78333403300047, -87.64521194699967)"
20-17-224-020-0000,5840,S,MAY,ST,3124,16,ENGLEWOOD,M1-1,Englewood Neighborhood,"5840 S MAY ST
CHICAGO, IL
(41.78796398100047, -87.65352754599968)"
20-21-120-001-0000,6535,S,PARNELL,AVE,3821,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6535 S PARNELL AVE
CHICAGO, IL
(41.775121277000494, -87.63875799599964)"
20-17-418-013-0000,6123,S,ABERDEEN,ST,4974,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6123 S ABERDEEN ST
CHICAGO, IL
(41.782618020000484, -87.65208620799967)"
20-20-212-003-0000,6409,S,MORGAN,ST,3103,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6409 S MORGAN ST
CHICAGO, IL
(41.777531112000474, -87.64953326599965)"
20-16-302-035-0000,617,W,59TH,ST,21588,20,ENGLEWOOD,M1-2,Englewood Neighborhood,"617 W 59TH ST
CHICAGO, IL
(41.78705356900048, -87.64093033099965)"
20-20-223-032-0000,6552,S,HALSTED,ST,2947,20,ENGLEWOOD,B3-2,Englewood Neighborhood,"6552 S HALSTED ST
CHICAGO, IL
(41.77514204500045, -87.64468819899969)"
20-17-408-032-0000,6032,S,MAY,ST,3171,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6032 S MAY ST
CHICAGO, IL
(41.78414405900048, -87.65343666999968)"
20-20-209-019-0000,6451,S,MAY,ST,3110,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6451 S MAY ST
CHICAGO, IL
(41.776301627000464, -87.65315373599964)"
20-17-230-015-0000,833,W,58TH,ST,8999,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"833 W 58TH ST
CHICAGO, IL
(41.788790392000465, -87.64637449699967)"
20-17-405-043-0000,5950,S,PEORIA,ST,3162,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5950 S PEORIA ST
CHICAGO, IL
(41.785920906000456, -87.64737119999967)"
20-16-307-016-0000,715,W,60TH,ST,3047,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"715 W 60TH ST
CHICAGO, IL
(41.78504283700045, -87.64317036699964)"
20-21-119-028-0000,6518,S,NORMAL,BLVD,5044,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6518 S NORMAL BLVD
CHICAGO, IL
(41.77555927700047, -87.63692568799968)"
20-17-407-034-0000,5960,S,HALSTED,ST,2622,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5960 S HALSTED ST
CHICAGO, IL
(41.7853814770005, -87.64497015199964)"
20-17-218-025-0000,5700,S,CARPENTER,ST,2706,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5700 S CARPENTER ST
CHICAGO, IL
(41.79045971400046, -87.65116720199967)"
20-21-104-023-0000,6352,S,PARNELL,AVE,3140,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6352 S PARNELL AVE
CHICAGO, IL
(41.778579538000486, -87.63872551199967)"
20-21-119-023-0000,524,W,65TH,PL,3290,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"524 W 65TH PL
CHICAGO, IL
(41.77529799000047, -87.63788139299965)"
20-20-226-012-0000,6629,S,ABERDEEN,ST,3127,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6629 S ABERDEEN ST
CHICAGO, IL
(41.7732803450005, -87.65186433199966)"
20-21-214-006-0000,6615,S,STEWART,AVE,8224,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6615 S STEWART AVE
CHICAGO, IL
(41.7738426570005, -87.63485434799969)"
20-17-425-031-0000,6238,S,ABERDEEN,ST,3115,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6238 S ABERDEEN ST
CHICAGO, IL
(41.780310416000475, -87.65211783499967)"
20-17-423-032-0000,6138,S,HALSTED,ST,3087,16,ENGLEWOOD,,Englewood Neighborhood,"6138 S HALSTED ST
CHICAGO, IL
(41.78240584400049, -87.64489590099964)"
20-21-216-005-0000,129,W,66TH,ST,1993,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"129 W 66TH ST
CHICAGO, IL
(41.77452912500047, -87.62863527399969)"
20-16-309-028-0000,644,W,61ST,ST,6450,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"644 W 61ST ST
CHICAGO, IL
(41.78344556500048, -87.64119774699964)"
20-20-209-041-0000,6450,S,ABERDEEN,ST,3113,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6450 S ABERDEEN ST
CHICAGO, IL
(41.77632928200046, -87.65200721599967)"
20-20-231-030-0000,6628,S,HALSTED,ST,3133,6,ENGLEWOOD,B3-2,Englewood Neighborhood,"6628 S HALSTED ST
CHICAGO, IL
(41.77318101900045, -87.64465432699967)"
20-21-114-030-0000,6442,S,STEWART,AVE,4227,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6442 S STEWART AVE
CHICAGO, IL
(41.776813018000496, -87.63500755399969)"
20-21-102-017-0000,6314,S,LOWE,AVE,7187,20,ENGLEWOOD,PD 74,Englewood Neighborhood,"6314 S LOWE AVE
CHICAGO, IL
(41.77877662900045, -87.64086405399968)"
20-16-315-067-0000,626,W,61ST,PL,3776,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"626 W 61ST PL
CHICAGO, IL
(41.78257020100045, -87.64099431499966)"
20-17-401-041-0000,5942,S,ABERDEEN,,3105,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5942 S ABERDEEN
CHICAGO, IL
(41.78565930700046, -87.65225726099965)"
20-17-418-010-0000,6115,S,ABERDEEN,ST,3130,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6115 S ABERDEEN ST
CHICAGO, IL
(41.78273121400048, -87.65208840599968)"
20-17-414-001-0000,6001,S,PEORIA,ST,3091,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6001 S PEORIA ST
CHICAGO, IL
(41.7850740180005, -87.64726956799967)"
20-17-419-006-0000,1011,W,61ST,ST,4485,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1011 W 61ST ST
CHICAGO, IL
(41.78326794900045, -87.65018483799969)"
20-20-206-002-0000,833,W,63RD,ST,10501,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"833 W 63RD ST
CHICAGO, IL
(41.77975318400047, -87.64627071899969)"
20-16-402-005-0000,341,W,59TH,PL,3729,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"341 W 59TH PL
CHICAGO, IL
(41.786273474000495, -87.63437960899967)"
20-17-214-005-0000,5617,S,PEORIA,ST,4356,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5617 S PEORIA ST
CHICAGO, IL
(41.79192196000048, -87.64747413899966)"
20-17-424-013-0000,6245,S,RACINE,AVE,3110,16,ENGLEWOOD,C1-1,Englewood Neighborhood,"6245 S RACINE AVE
CHICAGO, IL
(41.78044400900046, -87.65446516799966)"
20-21-114-009-0000,6427,S,EGGLESTON,AVE,2512,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6427 S EGGLESTON AVE
CHICAGO, IL
(41.77727379100048, -87.63620705999966)"
20-20-230-002-0000,6603,S,PEORIA,ST,3111,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6603 S PEORIA ST
CHICAGO, IL
(41.77411380600046, -87.64704505599968)"
20-21-114-002-0000,6405,S,EGGLESTON,,2512,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6405 S EGGLESTON
CHICAGO, IL
"
20-16-318-015-0000,721,W,61ST,,3152,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"721 W 61ST
CHICAGO, IL
(41.78335359100049, -87.64342041199967)"
20-17-230-009-0000,5819,S,PEORIA,ST,3107,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5819 S PEORIA ST
CHICAGO, IL
(41.78820124100048, -87.64736351999966)"
20-21-130-016-0000,426,W,MARQUETTE,RD,5252,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"426 W MARQUETTE RD
CHICAGO, IL
(41.77261778200045, -87.63600086899964)"
20-16-309-009-0000,637,W,60TH,ST,4397,20,ENGLEWOOD,,Englewood Neighborhood,"637 W 60TH ST
CHICAGO, IL
(41.78460266500048, -87.64153988799967)"
20-20-104-004-0000,1333,W,63RD,ST,3123,16,WEST ENGLEWOOD,PD 911,Englewood Neighborhood,"1333 W 63RD ST
CHICAGO, IL
(41.77953445000048, -87.65816226399966)"
20-16-320-025-0000,6144,S,STEWART,AVE,3382,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6144 S STEWART AVE
CHICAGO, IL
(41.78217826500048, -87.63514702799966)"
20-21-105-014-0000,6345,S,PARNELL,AVE,3164,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6345 S PARNELL AVE
CHICAGO, IL
(41.77854166300045, -87.63865342199966)"
20-16-313-028-0000,524,W,61ST,ST,3017,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"524 W 61ST ST
CHICAGO, IL
(41.78350992500049, -87.63816304699964)"
20-16-400-035-0000,5922,S,PRINCETON,AVE,2507,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5922 S PRINCETON AVE
CHICAGO, IL
(41.786518910000495, -87.63282748499967)"
20-17-418-003-0000,1053,W,61ST,ST,5927,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1053 W 61ST ST
CHICAGO, IL
(41.78324796300046, -87.65137560899967)"
20-16-316-037-0000,6108,S,NORMAL,BLVD,2452,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6108 S NORMAL BLVD
CHICAGO, IL
(41.78322170500047, -87.63760183999966)"
20-17-424-034-0000,1150,W,63RD,ST,3126,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"1150 W 63RD ST
CHICAGO, IL
(41.7796374830005, -87.65407095199964)"
20-17-401-021-0000,5939,S,MAY,,3105,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5939 S MAY
CHICAGO, IL
(41.7860318590005, -87.65341337599966)"
20-21-113-004-0000,6411,S,NORMAL,AVE,3157,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6411 S NORMAL AVE
CHICAGO, IL
(41.7776313600005, -87.63742393699965)"
20-16-322-011-0000,517,W,62ND,ST,3528,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"517 W 62ND ST
CHICAGO, IL
(41.78168278300046, -87.63829967099969)"
20-16-300-005-0000,5911,S,HALSTED,,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5911 S HALSTED
CHICAGO, IL
(41.78662146300047, -87.64493335699967)"
20-16-318-085-0000,6145,S,HALSTED,ST,3322,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"6145 S HALSTED ST
CHICAGO, IL
(41.78230516400049, -87.64481445999968)"
20-17-423-062-0000,6114,S,HALSTED,,1403,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6114 S HALSTED
CHICAGO, IL
(41.78289959300048, -87.64491722599968)"
20-16-415-006-0000,6111,S,STEWART,AVE,4641,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6111 S STEWART AVE
CHICAGO, IL
(41.78320307600046, -87.63508944999967)"
20-17-218-012-0000,5727,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5727 S ABERDEEN ST
CHICAGO, IL
(41.79003067400049, -87.65230381799967)"
20-17-414-004-0000,6009,S,PEORIA,ST,3101,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6009 S PEORIA ST
CHICAGO, IL
(41.784852679000494, -87.64726349499966)"
20-21-126-039-0000,6600,S,PARNELL,AVE,4954,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6600 S PARNELL AVE
CHICAGO, IL
(41.77427205400045, -87.63881303199969)"
20-21-128-003-0000,6639,S,PARNELL,AVE,3124,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6639 S PARNELL AVE
CHICAGO, IL
(41.77320198900048, -87.63871333999964)"
20-17-417-035-0000,6148,S,ABERDEEN,ST,3129,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6148 S ABERDEEN ST
CHICAGO, IL
(41.7822329060005, -87.65215109999968)"
20-17-423-063-0000,807,W,61ST,ST,822,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"807 W 61ST ST
CHICAGO, IL
(41.78333403300047, -87.64521194699967)"
20-17-211-012-0000,5631,S,CARPENTER,ST,3259,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5631 S CARPENTER ST
CHICAGO, IL
(41.79147141700048, -87.65112341499969)"
20-17-224-029-0000,1134,W,59TH,ST,3099,16,ENGLEWOOD,C1-1,Englewood Neighborhood,"1134 W 59TH ST
CHICAGO, IL
(41.78692797000048, -87.65364115099965)"
20-17-429-024-0000,6214,S,PEORIA,DR,3148,16,ENGLEWOOD,PD 1227,Englewood Neighborhood,"6214 S PEORIA DR
CHICAGO, IL
(41.781549931000484, -87.64554202099964)"
